"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","response","question_order"
"[{""page_index"":0,""viewing_time"":3345}]","3348","instructions","0","3354","0.0-0.0","",""
"","68580","survey-multi-choice","1","72054","0.0-1.0","{""reading_habits_printed_magazines"":""Alguns dias da semana"",""reading_habits_printed_newspapers"":""Raramente"",""reading_habits_books"":""Alguns dias da semana"",""reading_habits_printed_socialmedias"":""Todos os dias""}","[0,1,2,3]"
"","49274","survey-multi-choice","2","121439","0.0-2.0","{""reading_habits_virtual_magazines"":""Uma vez por semana"",""reading_habits_virtual_newspapers"":""Raramente"",""reading_habits_books"":""Raramente"",""reading_habits_virtual_socialmedias"":""Todos os dias""}","[0,1,2,3]"
"","30027","survey-text","3","151645","0.0-3.0","{""reading_habits_other_which"":""Artigos cientifica"",""reading_habits_other_frequency"":""alguns dias da semana""}",""
