"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","portuguese","kreyol"
"","1480","audio-keyboard-response","172","266086","0.0-1.0-1.85","../audio/teste-vocab--03.mp3","s","balançar","balanse"
"","null","html-keyboard-response","173","266595","0.0-1.0-0.86","+","null","",""
"","1901","audio-keyboard-response","174","268682","0.0-1.0-1.86","../audio/teste-vocab--116.mp3","s","vestuário","vestyè"
"","null","html-keyboard-response","175","269189","0.0-1.0-0.87","+","null","",""
"","2189","audio-keyboard-response","176","271624","0.0-1.0-1.87","../audio/teste-vocab--103.mp3","s","utensílio","istansil"
"","null","html-keyboard-response","177","272128","0.0-1.0-0.88","+","null","",""
"","2299","audio-keyboard-response","178","274626","0.0-1.0-1.88","../audio/teste-vocab--109.mp3","s","anfíbio","anfibyen"
"","null","html-keyboard-response","179","275139","0.0-1.0-0.89","+","null","",""
"","2109","audio-keyboard-response","180","277424","0.0-1.0-1.89","../audio/teste-vocab--88.mp3","s","portátil","pòtab"
"","null","html-keyboard-response","181","277929","0.0-1.0-0.90","+","null","",""
"","3789","audio-keyboard-response","182","281958","0.0-1.0-1.90","../audio/teste-vocab--85.mp3","s","trio","trio"
"","null","html-keyboard-response","183","282470","0.0-1.0-0.91","+","null","",""
"","2339","audio-keyboard-response","184","285023","0.0-1.0-1.91","../audio/teste-vocab--05.mp3","s","limpar","netwaye"
"","null","html-keyboard-response","185","285534","0.0-1.0-0.92","+","null","",""
"","2011","audio-keyboard-response","186","287714","0.0-1.0-1.92","../audio/teste-vocab--44.mp3","s","premiar","rekonpanse"
"","null","html-keyboard-response","187","288229","0.0-1.0-0.93","+","null","",""
"","1909","audio-keyboard-response","188","290348","0.0-1.0-1.93","../audio/teste-vocab--111.mp3","s","jubilosa","rejwisans"
"","null","html-keyboard-response","189","290851","0.0-1.0-0.94","+","null","",""
"","2211","audio-keyboard-response","190","293287","0.0-1.0-1.94","../audio/teste-vocab--89.mp3","s","classificar","klasifika"
"","null","html-keyboard-response","191","293800","0.0-1.0-0.95","+","null","",""
"","5629","audio-keyboard-response","192","299623","0.0-1.0-1.95","../audio/teste-vocab--122.mp3","s","transeunte","pasajè"
"","null","html-keyboard-response","193","300126","0.0-1.0-0.96","+","null","",""
"","2149","audio-keyboard-response","194","302495","0.0-1.0-1.96","../audio/teste-vocab--75.mp3","s","carpinteiro","chapantye"
"","null","html-keyboard-response","195","303007","0.0-1.0-0.97","+","null","",""
"","1851","audio-keyboard-response","196","305039","0.0-1.0-1.97","../audio/teste-vocab--33.mp3","s","uniforme","inifòm"
"","null","html-keyboard-response","197","305544","0.0-1.0-0.98","+","null","",""
"","1621","audio-keyboard-response","198","307367","0.0-1.0-1.98","../audio/teste-vocab--77.mp3","s","comércio","komès"
"","null","html-keyboard-response","199","307884","0.0-1.0-0.99","+","null","",""
"","1909","audio-keyboard-response","200","309952","0.0-1.0-1.99","../audio/teste-vocab--37.mp3","s","músico","mizisyen"
"","null","html-keyboard-response","201","310465","0.0-1.0-0.100","+","null","",""
"","1720","audio-keyboard-response","202","312333","0.0-1.0-1.100","../audio/teste-vocab--06.mp3","s","barco","bato"
"","null","html-keyboard-response","203","312835","0.0-1.0-0.101","+","null","",""
"","2179","audio-keyboard-response","204","315212","0.0-1.0-1.101","../audio/teste-vocab--93.mp3","s","felino","leopa"
"","null","html-keyboard-response","205","315727","0.0-1.0-0.102","+","null","",""
"","1960","audio-keyboard-response","206","317874","0.0-1.0-1.102","../audio/teste-vocab--123.mp3","s","emissão","emisyon"
"","null","html-keyboard-response","207","318387","0.0-1.0-0.103","+","null","",""
"","2152","audio-keyboard-response","208","320768","0.0-1.0-1.103","../audio/teste-vocab--81.mp3","s","judicial","jidisyè"
"","null","html-keyboard-response","209","321275","0.0-1.0-0.104","+","null","",""
"","2712","audio-keyboard-response","210","324203","0.0-1.0-1.104","../audio/teste-vocab--74.mp3","s","desilusão","dezilizyon"
"","null","html-keyboard-response","211","324708","0.0-1.0-0.105","+","null","",""
"","1840","audio-keyboard-response","212","326688","0.0-1.0-1.105","../audio/teste-vocab--34.mp3","s","tronco","twon"
"","null","html-keyboard-response","213","327195","0.0-1.0-0.106","+","null","",""
"","1621","audio-keyboard-response","214","328992","0.0-1.0-1.106","../audio/teste-vocab--47.mp3","s","envelope","anvlope"
"","null","html-keyboard-response","215","329506","0.0-1.0-0.107","+","null","",""
"","1939","audio-keyboard-response","216","331618","0.0-1.0-1.107","../audio/teste-vocab--76.mp3","s","arquivar","achive"
"","null","html-keyboard-response","217","332121","0.0-1.0-0.108","+","null","",""
"","1779","audio-keyboard-response","218","334064","0.0-1.0-1.108","../audio/teste-vocab--113.mp3","s","ascender","limen"
"","null","html-keyboard-response","219","334569","0.0-1.0-0.109","+","null","",""
"","1560","audio-keyboard-response","220","336281","0.0-1.0-1.109","../audio/teste-vocab--14.mp3","s","ler","li"
"","null","html-keyboard-response","221","336796","0.0-1.0-0.110","+","null","",""
"","1779","audio-keyboard-response","222","338779","0.0-1.0-1.110","../audio/teste-vocab--60.mp3","s","secretaria","sekretè"
"","null","html-keyboard-response","223","339294","0.0-1.0-0.111","+","null","",""
"","2371","audio-keyboard-response","224","341833","0.0-1.0-1.111","../audio/teste-vocab--63.mp3","s","transparente","transparan"
"","null","html-keyboard-response","225","342352","0.0-1.0-0.112","+","null","",""
"","1899","audio-keyboard-response","226","344416","0.0-1.0-1.112","../audio/teste-vocab--68.mp3","s","surpreendido","sezi"
"","null","html-keyboard-response","227","344920","0.0-1.0-0.113","+","null","",""
"","4541","audio-keyboard-response","228","349641","0.0-1.0-1.113","../audio/teste-vocab--25.mp3","n","canguru","kanguwou"
"","null","html-keyboard-response","229","350159","0.0-1.0-0.114","+","null","",""
"","2080","audio-keyboard-response","230","352417","0.0-1.0-1.114","../audio/teste-vocab--42.mp3","s","isolamento","izòlman"
"","null","html-keyboard-response","231","352928","0.0-1.0-0.115","+","null","",""
"","1971","audio-keyboard-response","232","355104","0.0-1.0-1.115","../audio/teste-vocab--52.mp3","s","construção","konstriksyon"
"","null","html-keyboard-response","233","355616","0.0-1.0-0.116","+","null","",""
"","1600","audio-keyboard-response","234","357362","0.0-1.0-1.116","../audio/teste-vocab--02.mp3","s","homem","gason"
"","null","html-keyboard-response","235","357867","0.0-1.0-0.117","+","null","",""
"","1901","audio-keyboard-response","236","359929","0.0-1.0-1.117","../audio/teste-vocab--32.mp3","s","descascar","dekale"
